Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
39.0,4.8,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23,13.405222389807182
36.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,35,12.410111209201796
30.0,4.9,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,14.013292380751501
28.0,4.9,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,20,7.678429965317041
,,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,45,19.748643128636967
21.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,12.572369364893285
24.0,5.0,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,10.420679021995188
39.0,4.4,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,19.901813663797526
20.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,3.10251425416626
,,,,3,Meal,scooter,1.0,No,Metropolitian,29,17545.009661793778
29.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,9.171921672183657
31.0,4.2,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,48,13.622881837581874
35.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,1.49724400884443
30.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,4.6788518917043955
21.0,4.2,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,43,14.013036629567331
31.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,18,7.596590192851429
26.0,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,12.15349604552493
23.0,4.2,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,31,4.525321594884672
32.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,19.964204168124372
32.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,13.612474885286256
35.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36,20.169397688611475
22.0,4.5,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,9.343185386161085
23.0,4.6,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,20,4.558401864986705
38.0,4.4,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,9.068876128766657
23.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,13.672337908559381
25.0,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,9.185745968773913
29.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,3.023180706963268
28.0,5.0,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,17,1.5254371184834954
37.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,30,20.17005649147076
30.0,4.7,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,26,7.655868515360859
33.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Semi-Urban,49,3.114331510689657
20.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Urban,10,1.51941827697081
26.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,16.814819673345152
36.0,4.8,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,17,5.965483143540393
25.0,2.9,Sunny,Low,2,Snack,scooter,1.0,No,Urban,38,13.580483212145696
35.0,4.6,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,12.091794225360216
21.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,15,6.077622709914447
,,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,16.59054363375185
21.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,23,17.127317372717336
34.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,10.634422686579148
37.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,11.909275383317585
26.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,3.10338260707412
21.0,5.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,34,7.643887910175991
27.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,41,14.143914925457633
31.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,32,9.320258517228282
20.0,5.0,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,13,9.429277693727657
35.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,2.977729109719985
,,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,34,3.103181937292734
,,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Semi-Urban,48,3886.24189497784
39.0,3.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,19.351054512636676
34.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,4.473886640235502
22.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,22,10.63533752637494
21.0,4.2,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,25,7.767738959675134
21.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3.0858405374487794
28.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,12.427107097089786
31.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,,32,9.214608902672227
37.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,7.857731631182655
26.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.06964659297563
20.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,18,9.169804324696083
22.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Urban,15,9.342487100867146
36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,13.398058466719286
27.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,4.671209061192204
39.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,11.000823613167864
27.0,4.7,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,18,10.558340936069186
24.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,29,19.961659702393597
35.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,3.1141707768991953
23.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,18,4.593657410585344
22.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Urban,18,7.59684413463561
20.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,13.384299531117945
32.0,4.8,Cloudy,Medium,1,Snack,scooter,0.0,No,Urban,15,6.28618544846543
,,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,34,19053.13062913781
29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,22,1.5293398027233398
36.0,3.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,17.287005375714283
38.0,4.1,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,12.411834802156621
38.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,4.586463717960621
39.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,44,14.013672845660588
23.0,4.6,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,20,7.338749431088733
24.0,4.6,Windy,High,2,Snack,motorcycle,0.0,No,Metropolitian,27,6.050963923876226
21.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,13,3.0169331080184976
36.0,4.6,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,6.077290491382687
39.0,4.3,Stormy,High,1,Snack,motorcycle,1.0,No,Urban,33,2.9352940718489235
32.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,15,1.5358991444560308
34.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,6.213920188633378
39.0,4.7,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,9.320747578962244
50.0,6.0,,,3,Meal,scooter,0.0,No,Urban,15,7.767361957080405
31.0,4.6,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.125237219823506
32.0,4.6,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,21,3.1430928207904922
22.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,9.35699374198878
20.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Urban,21,16.811351161461484
35.0,4.7,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,34,1.5517180925878429
35.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,7.757761703402412
28.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,4.525393566709975
23.0,4.6,Windy,Jam,1,Snack,scooter,,No,Urban,14,7.785281191346711
30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,25,1.5571557122883684
24.0,4.9,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,19,6.077778650621957
26.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,12.091758056149368
21.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Urban,22,3.107173288063306
39.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,16.710265998548767
29.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,19,13.421037762483122
24.0,4.6,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,12,9.186347895677162
24.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,23,7.767362188960281
38.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,9.342259248216019
33.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,7.568470802296944
32.0,4.8,Sunny,Jam,1,Drinks,scooter,,No,Urban,15,16.710797628990175
39.0,4.8,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,6.213785990020756
21.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,,17,7.857731631182655
36.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Urban,15,3.1034202009699072
30.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,3.1070478310805534
34.0,4.2,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,8.982435569973154
25.0,4.3,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,9.169366734239151
31.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,11.000823613167864
20.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,4.558404229024102
,,Sunny,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,52,4.629551670308158
37.0,4.6,Stormy,Low,1,Snack,scooter,0.0,No,Urban,20,1.5293398027233398
34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,17.067306716419083
29.0,5.0,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,38,13.622712884713112
34.0,4.2,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,39,10.8748992795143
36.0,4.2,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,32,10.874055607807612
29.0,4.7,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,34,16.817387893523957
32.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,9.320761218377344
27.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,12,7.785218198223505
27.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,18,20.24038556577778
27.0,4.9,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,1.5357510714048215
39.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.558231893208022
22.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,1.5536056241937715
26.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,17,12.572369364893285
36.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,16.37131348985524
30.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,20,3.0625864349038925
21.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,8.784645694562126
,,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,10,4.67138401279388
27.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,10.718227151424722
38.0,5.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,10.420820836164411
37.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,20.16636374200978
,,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,32,12.427107097089786
38.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,19.648754049649057
30.0,4.2,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20.430094772882978
35.0,4.6,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,13.574550595405238
24.0,4.6,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,26,16.636847764686788
29.0,5.0,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15,13.605302939096964
35.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,26,19.606849698616024
36.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,39,12.41344382867432
24.0,4.9,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,24,16.624779036384027
29.0,5.0,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,17,19.963199548568614
26.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,15,19.351228126501876
20.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,12.101143016374378
29.0,4.8,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,20.170021623155012
35.0,4.9,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,32,6.124909792177833
30.0,4.8,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,39,12.412052919849174
25.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,4.7146391697631795
39.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,9.11579232604975
26.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,16.841505918767446
37.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,7.756895538924996
21.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,13,4.535073637147297
38.0,4.6,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,13.420054777527284
34.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,42,20.838634706914096
34.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,7.678732776326675
32.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,1.5432286613605914
20.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,7.767550582871721
21.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10.635337325557227
23.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,1.5290713980309083
20.0,4.1,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,10.595847346565922
23.0,4.8,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,1.5195163108188834
28.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,15,16.598985171909927
,,Windy,Low,1,Drinks,scooter,0.0,No,Urban,21,10.634422686579148
23.0,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,12.24887906490303
22.0,4.7,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,17.155137498444443
,,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,1.4873801158193027
37.0,4.7,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,9.050338497093803
39.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,4.538300174274406
23.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,10.558629508423309
31.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,10.860315424361021
35.0,4.9,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,4.628873418983214
20.0,4.8,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,20,10.595802694663192
33.0,4.0,Sandstorms,Jam,2,Snack,scooter,2.0,No,Metropolitian,34,8.947217731238768
35.0,4.5,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Urban,26,10.595802694663192
31.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,40,16.103548486962296
35.0,4.5,Sunny,High,0,Buffet,motorcycle,0.0,No,,20,3.1141859303962796
25.0,4.5,Sunny,High,2,Meal,scooter,0.0,No,Urban,17,3.0617150905549213
29.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,10,6.228490369320803
39.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,38,14.143914925457633
36.0,4.3,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20.170809269557243
39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,8.932252090145694
37.0,5.0,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,26,3.114266380688512
27.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,13.980749710524313
37.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,20,4.653888068817141
39.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,10.749520182431374
35.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,7.678732776326675
29.0,4.5,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11,4.65467321995447
22.0,5.0,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Urban,21,9.342240512986598
36.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,19.078003756096667
34.0,4.7,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,28,6.28618544846543
34.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,4.654695649963978
32.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,7.643478546140295
24.0,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Urban,10,7.444374308016026
31.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,25,9.215092518598707
33.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,7.785218198223505
26.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,Urban,12,7.857731631182655
,,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,32,19.602420343635785
22.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.679141916768316
26.0,3.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,41,6.205634090282719
23.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,16,10.859538518170057
31.0,3.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,38,11.000823613167864
26.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,19.863201759768394
39.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,49,12.41199021806938
31.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,9.05016283541335
25.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,9.082231252559069
25.0,4.7,Sunny,High,2,Drinks,scooter,,No,Metropolitian,15,6.124836276765968
31.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,7.656208015478795
22.0,4.6,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,24,6.28618544846543
39.0,4.0,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,41,12.41344382867432
22.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,19,12.091103828732798
27.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,10.899301990274559
35.0,4.3,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,32,7.562198221138529
30.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,19,10.87463178791926
28.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,21,4.466360578915724
22.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.143524147980537
34.0,5.0,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,39,9.115310393749246
36.0,4.1,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,6.22846016541002
38.0,4.0,Windy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,50,10.874367854912778
34.0,5.0,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,22,19.90346694124726
,,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,19.459260496001747
,,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,39,10.899192587077037
26.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,19.64703048960092
27.0,4.9,Fog,Low,1,Meal,scooter,0.0,No,Urban,12,1.5288384737056087
23.0,4.6,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,17,16.628143728830604
39.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,1.5512724512388212
33.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,45,13.960835681279283
35.0,5.0,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,5.955224383268272
30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,7.678353234694444
39.0,4.5,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,5169.429178756278
37.0,5.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,44,7.857731631182655
37.0,4.7,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,7.857731631182655
35.0,4.7,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Urban,45,12.284881951938743
38.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,24,20.24054214248532
22.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,14.143914925457633
21.0,4.7,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,14,6.125026114081144
22.0,4.7,Cloudy,Low,0,Buffet,motorcycle,0.0,No,,15,4.541232724780483
36.0,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,17.127314535424702
38.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,28,6.143179356418377
24.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,3.103126678969744
22.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,13,3.0576333227631523
23.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,29,13.779146742239117
38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,,33,1.5517064683264987
35.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,1.5357821379571452
37.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,6.077100268820576
36.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,1.5311643441941674
27.0,4.7,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,21,4.7146391697631795
20.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5715464192431179
35.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,25,6.204783894532358
20.0,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,12.101124200723971
38.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,9.342429525029814
38.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,46,9.342429525029814
38.0,3.9,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,12.09246545817602
29.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,13.39882092124296
22.0,4.2,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,7.767361957080405
29.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,17,3.106869061221241
29.0,4.9,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Urban,16,1.5358771870883041
29.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,10,4.7146391697631795
35.0,4.8,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,26,4.671458338351072
39.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,19.61612124256568
25.0,4.8,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,22,7.758306654445246
22.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,15,4.466397490873824
29.0,5.0,Sunny,Low,2,Meal,scooter,,No,Urban,18,1.5515785514427964
34.0,4.6,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,7.757520716898738
26.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,19.87250440448734
23.0,4.6,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,14,2.928500308480902
34.0,3.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,12.34307577358353
37.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Urban,15,1.5311928408087492
36.0,4.0,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,36,17.12672803570357
20.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,10.63492350171387
39.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,7.4479285777390345
28.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,1.551386235425463
35.0,4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,30,6.206170051060365
28.0,4.6,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,16,14.013012690986043
22.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,12.285823486820652
